,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
10201,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,2,1.0,144.0,Modern & sunny apartment with nice balcony | 2P,2017-07-22 19:58:56.165762,52.360162,4.939497
10202,Entire home/apt,Centrum Oost,6,5.0,2,1.0,144.0,Lovely apartment in a quiet street in the center,2017-07-22 19:58:56.163474,52.371739,4.908815
10203,Entire home/apt,Centrum Oost,14,5.0,2,1.0,136.0,Apt. in centre Amsterdam at canal.,2017-07-22 19:58:56.160941,52.363192,4.897496
10206,Entire home/apt,Centrum Oost,9,5.0,2,1.0,144.0,Bright two-floor apartment in center,2017-07-22 19:58:53.617184,52.369437,4.930719
10207,Entire home/apt,Oud Oost,11,4.5,4,2.0,138.0,Light & spacious apartment | Nearby Park & Centre,2017-07-22 19:58:50.314387,52.361144,4.927914
10208,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,4,1.0,136.0,"Spacious, light & trendy apartment for cat lovers!",2017-07-22 19:58:50.307819,52.362636,4.940021
10209,Entire home/apt,Watergraafsmeer,45,5.0,2,1.0,132.0,Lovely apartment in nice area,2017-07-22 19:58:50.305170,52.357224,4.942044
10210,Entire home/apt,Oud Oost,12,5.0,2,1.0,143.0,Luxury Penthouse - Rooftop terrace,2017-07-22 19:58:50.302535,52.356379,4.925773
10211,Entire home/apt,Centrum West,43,5.0,2,1.0,138.0,Brand new apartment in the Jordaan with balcony,2017-07-22 19:58:50.298778,52.381405,4.884113
10213,Entire home/apt,Oud Oost,5,5.0,2,1.0,138.0,Great home for Summer in Amsterdam Oost!,2017-07-22 19:58:50.279473,52.357609000000004,4.926661
10214,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,5.0,2,1.0,132.0,Cosy Apartment in Amsterdam East,2017-07-22 19:58:46.752240,52.362337,4.94551
10215,Entire home/apt,Centrum Oost,72,4.5,2,1.0,132.0,As central as possible and very quiet | Museum,2017-07-22 19:58:46.746712,52.365632,4.8833
10216,Entire home/apt,Oostelijk Havengebied / Indische Buurt,11,4.5,2,1.0,134.0,Home Sweet Home Perfect for 2!,2017-07-22 19:58:46.737753,52.362365999999994,4.9346309999999995
10217,Entire home/apt,Oud Oost,15,4.5,4,2.0,144.0,Apartment Amsterdam East,2017-07-22 19:58:46.732592,52.360597,4.916737
10218,Entire home/apt,Centrum Oost,10,5.0,2,1.0,137.0,Apartment in the heart of Amsterdam,2017-07-22 19:58:44.876453,52.361144,4.889087
10219,Entire home/apt,Oud Noord,22,4.5,4,1.0,144.0,Characteristic dyke house free parking,2017-07-22 19:58:40.934952,52.389368,4.92845
10220,Entire home/apt,Centrum Oost,28,4.5,2,0.0,126.0,Modern apartment for couples. ,2017-07-22 19:58:40.932984,52.369859999999996,4.91328
10221,Entire home/apt,Oostelijk Havengebied / Indische Buurt,10,4.5,2,1.0,138.0,Quiet and lovely apartment+ 2 bikes,2017-07-22 19:58:40.927118,52.362653,4.931764
10222,Entire home/apt,Oud Oost,25,5.0,2,0.0,131.0,"Bright studio, near city hotspots!",2017-07-22 19:58:34.088362,52.358641,4.909003
10223,Entire home/apt,Ijburg / Eiland Zeeburg,5,5.0,4,2.0,144.0,"Spacious waterhouse, 12 min away to Amsterdam city",2017-07-22 19:58:29.499555,52.364133,4.981362
10229,Entire home/apt,Ijburg / Eiland Zeeburg,4,5.0,3,1.0,132.0,Chic apartment perfectly situated,2017-07-22 19:58:29.484655,52.360525,4.976934
10230,Entire home/apt,Ijburg / Eiland Zeeburg,5,4.5,4,2.0,131.0,GREAT apt. all you need!,2017-07-22 19:58:29.480957,52.361498,4.981749
10232,Entire home/apt,Ijburg / Eiland Zeeburg,4,4.5,3,3.0,132.0,Nice watervilla in IJburg Amsterdam,2017-07-22 19:58:29.476455,52.363275,4.982787
10233,Entire home/apt,Ijburg / Eiland Zeeburg,9,5.0,4,1.0,132.0,Huge BIG sunny luxury penthouse near center!!,2017-07-22 19:58:29.473649,52.362719,4.98411
10234,Entire home/apt,Ijburg / Eiland Zeeburg,31,5.0,2,1.0,132.0,Lovely apartment near city centre,2017-07-22 19:58:29.471453,52.361292,4.977704
10235,Entire home/apt,Ijburg / Eiland Zeeburg,4,3.5,4,2.0,125.0,PERFECT Family house AMAZING VIEW,2017-07-22 19:58:29.466017,52.363207,4.9889790000000005
10236,Entire home/apt,Westerpark,8,5.0,2,1.0,132.0,Canal view apartment with balcony,2017-07-22 20:02:39.888915,52.381791,4.876836
10237,Entire home/apt,Centrum West,28,4.5,2,1.0,144.0,Canal side apartment w/roof terrace,2017-07-22 20:02:35.869328,52.367691,4.891488
10238,Entire home/apt,Westerpark,4,5.0,2,0.0,126.0,"Stylish, boutique studio apartment near Jordaan",2017-07-22 20:02:33.146522,52.378864,4.873376
10239,Entire home/apt,De Baarsjes / Oud West,5,5.0,2,1.0,144.0,Bright and sunny apartment ,2017-07-22 20:02:31.499659,52.371082,4.870513
10242,Entire home/apt,Westerpark,10,5.0,2,1.0,144.0,Lovely bright&perfect located apartment,2017-07-22 20:02:31.487322,52.376813,4.875493
10246,Entire home/apt,Oud Noord,4,4.5,4,2.0,132.0,Lovely family house with garden,2017-07-22 19:58:23.651974,52.395803,4.914895
10248,Entire home/apt,Noord Oost,8,5.0,4,2.0,131.0,Best of both; city & countryside!,2017-07-22 19:58:23.647141,52.397422,4.932481
10249,Entire home/apt,Noord West,31,5.0,5,3.0,144.0,Houseboat Amsterdam (15min Centre),2017-07-22 19:58:23.644474,52.403306,4.905396
10254,Entire home/apt,Noord West,3,5.0,4,3.0,131.0,Family home with lovely garden,2017-07-22 19:58:21.382599,52.411179,4.886959
10256,Entire home/apt,Oostelijk Havengebied / Indische Buurt,16,5.0,2,1.0,144.0,Spacious 3/4th flr apt. near centre,2017-07-22 19:58:13.091244,52.364134,4.941253
10258,Entire home/apt,Centrum Oost,5,5.0,2,1.0,144.0,"City Center Appartement, water view",2017-07-22 19:58:07.344705,52.3704,4.918489
10259,Entire home/apt,Oud Noord,7,4.5,2,1.0,144.0,"Apartment with garden, free parking",2017-07-22 19:58:07.341870,52.386746,4.919630000000001
10260,Entire home/apt,Centrum West,5,5.0,3,2.0,132.0,Waterfront apartment (3p) Westerdok,2017-07-22 19:58:07.338735,52.385652,4.890944
10261,Entire home/apt,Centrum Oost,36,4.5,4,2.0,144.0,Houseboat in centre of Amsterdam,2017-07-22 19:58:07.335937,52.370249,4.903876
10265,Entire home/apt,Centrum Oost,37,4.5,2,1.0,144.0,Charming apartment canal district!,2017-07-22 19:58:07.323554,52.365188,4.906282
10267,Entire home/apt,Centrum West,9,5.0,2,1.0,132.0,Waterfront studio in city centre,2017-07-22 19:58:07.318606,52.384822,4.891198999999999
10268,Entire home/apt,Noord West,9,5.0,8,4.0,144.0,Gezinswoning met 4 slaapkamers,2017-07-22 19:58:07.316147,52.408457,4.906028
10272,Entire home/apt,Centrum Oost,4,5.0,2,1.0,140.0,Private 100m2 apartment in green city centre,2017-07-22 19:57:47.633150,52.374604,4.920076
10273,Entire home/apt,Oostelijk Havengebied / Indische Buurt,11,5.0,3,2.0,131.0,Couple (with kids)? Perfect place & neighborhood,2017-07-22 19:57:47.630483,52.364015,4.941609
10275,Entire home/apt,Oostelijk Havengebied / Indische Buurt,7,5.0,2,1.0,126.0,Light Scandinavian Style apartment in Trendy Area!,2017-07-22 19:57:47.622451,52.36415,4.940854
10276,Entire home/apt,Oostelijk Havengebied / Indische Buurt,5,5.0,5,2.0,143.0,Light & cosy family apartment in hip city area,2017-07-22 19:57:47.620289,52.363413,4.9442379999999995
10277,Entire home/apt,Oud Noord,37,4.5,4,2.0,138.0,Nice home in Amsterdam-free park,2017-07-22 19:57:47.617557,52.39257,4.913787999999999
10278,Entire home/apt,Centrum West,12,5.0,2,1.0,144.0,modern apartment in popular center area,2017-07-22 19:57:47.615411,52.380821999999995,4.888648
10279,Entire home/apt,Oostelijk Havengebied / Indische Buurt,10,3.5,8,4.0,144.0,"Inst-m: Boatrentalin ""Amsterdam.""",2017-07-22 19:57:47.612450,52.377433,4.915856
10282,Entire home/apt,Centrum Oost,12,4.5,2,1.0,144.0,"Great location, appartment + garden",2017-07-22 19:57:44.245791,52.363335,4.907189
10283,Entire home/apt,Oostelijk Havengebied / Indische Buurt,8,4.0,4,2.0,144.0,Waterfront house near Amsterdam Central Station,2017-07-22 19:57:44.243762,52.370533,4.94131
10284,Entire home/apt,Centrum Oost,6,4.5,2,1.0,144.0,One Bedroom Apt. Heart Of Amsterdam City Center,2017-07-22 19:57:44.241147,52.372688000000004,4.900646
10285,Entire home/apt,Centrum Oost,25,5.0,2,1.0,132.0,Designer apartment in centre + garden!!,2017-07-22 19:57:44.238545,52.373754,4.919845
10287,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,4.5,4,2.0,144.0,Trendy apartment in hip neighbourhood,2017-07-22 19:57:44.232295,52.365602,4.9458
10288,Entire home/apt,Oud Oost,12,5.0,2,1.0,144.0,East of Amsterdam + 2 bikes!,2017-07-22 19:57:44.226504,52.364771999999995,4.926529
10289,Entire home/apt,Oud Noord,9,4.5,5,3.0,144.0,Cosy house with garden,2017-07-22 19:57:41.809140,52.391521999999995,4.943137999999999
10291,Entire home/apt,Noord West,94,4.5,4,1.0,134.0,Spacious and Cozy Apartment,2017-07-22 19:57:41.802293,52.406569,4.908172
10292,Entire home/apt,Centrum Oost,6,5.0,2,1.0,144.0,Comfortable City Centre Apartment,2017-07-22 19:57:41.799333,52.363746,4.920343
10294,Entire home/apt,Oud Oost,10,5.0,2,1.0,144.0,Spacious 2 room apartment,2017-07-22 19:57:41.787141,52.364404,4.925952
10295,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,4,2.0,138.0,"Big house near center, garage+bikes",2017-07-22 19:57:41.785092,52.370996999999996,4.954924
10296,Entire home/apt,Centrum Oost,34,4.5,2,0.0,140.0,Studio Apt. Heart of Amsterdam City Center,2017-07-22 19:57:41.782592,52.371601,4.902756
10297,Entire home/apt,Noord West,58,5.0,4,3.0,143.0,"Lovely house, very big garden.",2017-07-22 19:57:41.780095,52.413962,4.9063300000000005
10299,Entire home/apt,Oostelijk Havengebied / Indische Buurt,5,4.5,4,2.0,139.0,HUGE(150m2) & MODERN HOUSEBOAT + SWIMMING!,2017-07-22 19:57:41.771633,52.371943,4.943555
10300,Entire home/apt,Centrum Oost,13,5.0,2,1.0,132.0,Spacious 2-floor apartment - centre,2017-07-22 19:57:41.769531,52.369099,4.918341000000001
10301,Entire home/apt,Centrum West,5,4.5,4,2.0,144.0,Luxury apartment with lift by Dam Square,2017-07-22 19:57:41.766864,52.374031,4.891245
10302,Entire home/apt,Oud Noord,26,5.0,2,1.0,132.0,Good place (central station) parking available,2017-07-22 19:57:41.764526,52.384069000000004,4.902340000000001
10303,Entire home/apt,Oostelijk Havengebied / Indische Buurt,8,4.5,2,1.0,144.0,Prachtig appartement met dakterras!,2017-07-22 19:57:41.761897,52.363887,4.933827
10304,Entire home/apt,Noord Oost,19,4.5,4,4.0,144.0,"Great full house, free parking!",2017-07-22 19:57:41.759267,52.406661,4.932477
10305,Entire home/apt,Centrum West,7,4.5,4,1.0,144.0,Cozy downtown apartment,2017-07-22 19:57:39.241758,52.377117,4.896719
10306,Entire home/apt,Oostelijk Havengebied / Indische Buurt,6,5.0,2,1.0,144.0,Great appartment close to city center of Amsterdam,2017-07-22 19:57:39.238571,52.366005,4.938884
10307,Entire home/apt,Oostelijk Havengebied / Indische Buurt,10,5.0,2,1.0,144.0,Luxurious & Stylish apartment close to city Centre,2017-07-22 19:57:39.228375,52.363693,4.943762
10308,Entire home/apt,Centrum West,15,5.0,2,0.0,144.0,Great Studio apt! in beautiful area of the city,2017-07-22 19:57:39.225861,52.384726,4.888415
10310,Entire home/apt,Centrum Oost,6,5.0,2,1.0,138.0,Big Apartment in Centre Amsterdam,2017-07-22 19:57:39.220963,52.370602000000005,4.930505999999999
10311,Entire home/apt,Centrum Oost,13,5.0,2,1.0,144.0,Canal View in chique green area,2017-07-22 19:57:39.216305,52.364913,4.92212
10314,Entire home/apt,Oud Noord,105,5.0,3,0.0,138.0,Spacious loft great green view    ,2017-07-22 19:57:39.207448,52.386837,4.930301999999999
10316,Entire home/apt,Noord Oost,4,5.0,4,2.0,144.0,TRENDY APARTMENT 10MIN FROM THE CITY CENTRE+ BIKES,2017-07-22 19:57:39.201514,52.404253000000004,4.93717
10317,Entire home/apt,Noord West,6,4.5,4,2.0,144.0,An oasis of tranquility 15 min away from Central!,2017-07-22 19:57:39.199023,52.414064,4.8944589999999994
10319,Entire home/apt,Oud Noord,3,5.0,2,1.0,132.0,"Light and spacious apt with garden, 5 min from CS",2017-07-22 19:57:39.193700,52.382396,4.911323
10320,Entire home/apt,Centrum Oost,4,5.0,2,1.0,144.0,Bright canal view apartment Amsterdam city center,2017-07-22 19:57:36.064234,52.370671,4.904311
10321,Entire home/apt,Oud Noord,10,5.0,4,3.0,144.0,lovely family home near city centre,2017-07-22 19:57:36.061898,52.391104,4.94349
10324,Entire home/apt,Centrum West,11,4.0,4,1.0,144.0,Three floors house in center !,2017-07-22 19:57:36.044347,52.374338,4.890093
10326,Entire home/apt,Oud Noord,87,5.0,2,1.0,132.0,"Quiet Studioapartment, Free Parking",2017-07-22 19:57:36.037482,52.392604999999996,4.937367
10327,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,4.5,2,1.0,140.0,Unique apartment close to city centre & park | 1BD,2017-07-22 19:57:36.032911,52.364464,4.9435139999999995
10328,Entire home/apt,Noord Oost,6,5.0,2,1.0,138.0,B&B in 't Hooi,2017-07-22 19:57:36.024847,52.396541,4.995016000000001
10329,Entire home/apt,Centrum Oost,3,4.5,2,1.0,144.0,Canal View Authentic 17th Century Apt Central Adam,2017-07-22 19:57:36.018217,52.363333000000004,4.900282
10330,Entire home/apt,Oud Noord,14,5.0,4,1.0,132.0,Comfortable Apartment in Amsterdam-Noord,2017-07-22 19:57:32.451132,52.392821999999995,4.936109
10331,Entire home/apt,Oostelijk Havengebied / Indische Buurt,49,5.0,3,1.0,131.0,Family apartment with a garden,2017-07-22 19:57:32.447240,52.364323999999996,4.937098000000001
10332,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,5.0,4,1.0,132.0,Cozy apartment with garden in the Oost.,2017-07-22 19:57:32.442516,52.363938,4.941433
10336,Entire home/apt,Oud Oost,5,5.0,2,1.0,132.0,Spacious 2-person apartment + garden | Centre East,2017-07-22 19:57:32.427897,52.364476,4.928766
10337,Entire home/apt,Centrum Oost,14,5.0,2,1.0,133.0,"Lovely, cosy apartment in the heart of Amsterdam",2017-07-22 19:57:32.423046,52.369495,4.912994
10339,Entire home/apt,Centrum West,11,5.0,2,1.0,138.0,Lovely studio in centre Amsterdam!,2017-07-22 19:57:32.416064,52.377654,4.894334
10340,Entire home/apt,Oud Noord,7,5.0,2,1.0,130.0,Cozy apartment with garden (near Central Station),2017-07-22 19:57:32.412721,52.387876,4.923113
10341,Entire home/apt,Oostelijk Havengebied / Indische Buurt,7,5.0,2,1.0,144.0,sunny top floor apartment in,2017-07-22 19:57:30.940827,52.365151000000004,4.936083999999999
10343,Entire home/apt,Noord West,3,4.5,2,1.0,144.0,Apartment 10-15 minutes from center of Amsterdam.,2017-07-22 19:57:30.931434,52.406692,4.916432
10344,Entire home/apt,Centrum Oost,16,5.0,2,1.0,143.0,Super location near centre,2017-07-22 19:57:30.929146,52.369679999999995,4.924532
10345,Entire home/apt,Oud Noord,9,5.0,2,1.0,143.0,beautiful apartment 5 min from CS.,2017-07-22 19:57:30.926857,52.388036,4.918628
10346,Entire home/apt,Centrum Oost,154,5.0,4,0.0,143.0,Premium canal-house studio/loft,2017-07-22 19:57:30.924578,52.372408,4.903866000000001
10347,Entire home/apt,Oud Noord,14,4.5,4,1.0,138.0,"Quiet apartment, free parking!",2017-07-22 19:57:30.918677,52.384043,4.914638
10348,Entire home/apt,Oud Noord,10,4.5,2,1.0,138.0,Lovely apartment near the water & center!,2017-07-22 19:57:30.915059,52.382959,4.916958
10349,Entire home/apt,Noord Oost,3,5.0,4,3.0,126.0,Lovely familyhouse with garden and free parking,2017-07-22 19:57:30.910353,52.408739000000004,4.935103
10350,Entire home/apt,Oostelijk Havengebied / Indische Buurt,29,4.5,3,1.0,138.0,APT wth roof terrace in trendy EAST,2017-07-22 19:57:30.905738,52.363671999999994,4.941955999999999
10353,Entire home/apt,Oostelijk Havengebied / Indische Buurt,14,4.5,2,1.0,143.0,Big apartment with a great roofterrace,2017-07-22 19:57:28.062485,52.364769,4.937481
10355,Entire home/apt,Oud Noord,24,4.5,2,1.0,137.0,Sunny North near Central Station & Free Parking,2017-07-22 19:57:28.057911,52.382447,4.9165779999999994
10356,Entire home/apt,Oud Noord,11,4.5,4,4.0,144.0,"Close to CS, garden & free parking",2017-07-22 19:57:28.055243,52.391861,4.930574
10357,Entire home/apt,Oud Noord,15,4.5,4,2.0,143.0,Stylish houseboat nestled in nature near centre,2017-07-22 19:57:28.045863,52.389921,4.942933999999999
10358,Entire home/apt,Oostelijk Havengebied / Indische Buurt,125,4.5,4,3.0,138.0, ** Mooie 3 slaapkamers Apartment * ,2017-07-22 19:57:28.041478,52.36501,4.9435720000000005
10359,Entire home/apt,Oostelijk Havengebied / Indische Buurt,15,5.0,2,1.0,132.0,Nice cosy apartement in Amsterdam East,2017-07-22 19:57:28.039302,52.365916,4.938956
10361,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,4.5,4,3.0,138.0,Ruim en zonnig familie huis in Oost,2017-07-22 19:57:28.034355,52.366457000000004,4.952166
10362,Entire home/apt,Oostelijk Havengebied / Indische Buurt,5,5.0,2,1.0,136.0,"Beautiful spacious apt, near centre",2017-07-22 19:57:25.360890,52.365014,4.9390279999999995
10363,Entire home/apt,Centrum Oost,62,4.5,2,0.0,132.0,"Light, brand new canal house studio",2017-07-22 19:57:25.358812,52.367434,4.922808
10364,Entire home/apt,Oud Noord,9,5.0,2,1.0,132.0,Centrally located parkside apartment,2017-07-22 19:57:25.350591,52.383221,4.913918
10365,Entire home/apt,Centrum Oost,5,4.5,2,1.0,138.0,Beautiful spacious apartment in a quiet area,2017-07-22 19:57:25.344256,52.367938,4.912547
10366,Entire home/apt,Oud Noord,18,4.5,2,1.0,138.0,Bright and hip apartment close to city center,2017-07-22 19:57:22.953394,52.399115,4.914683999999999
10367,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,5.0,2,1.0,132.0,Sunny waterfront  apartment near center,2017-07-22 19:57:22.948210,52.377736,4.9328199999999995
10369,Entire home/apt,Geuzenveld / Slotermeer,3,5.0,2,1.0,143.0,Beautiful apartment for two in Amsterdam,2017-07-22 19:57:16.946839,52.373567,4.827907
10370,Entire home/apt,Bos en Lommer,4,5.0,4,1.0,133.0,MODERN APT | OUTSIDE TERRACE,2017-07-22 19:57:16.944636,52.379991,4.855709
10371,Entire home/apt,De Baarsjes / Oud West,4,5.0,3,2.0,140.0,Charming Houseboat on Bilderdijkgracht!,2017-07-22 19:57:16.942545,52.364357,4.870978
10372,Entire home/apt,Centrum West,20,5.0,2,1.0,132.0,City Centre apartment best location with canalview,2017-07-22 19:57:16.939911,52.383695,4.883831
10373,Entire home/apt,Westerpark,3,4.5,2,1.0,132.0,Amazing and very bright apartment @ great spot,2017-07-22 19:57:16.937858,52.37809,4.872935
10375,Entire home/apt,De Baarsjes / Oud West,12,5.0,2,1.0,138.0,Flowery balcony with apartment in Ams. West.,2017-07-22 19:57:16.932023,52.363609000000004,4.852328
10376,Entire home/apt,De Baarsjes / Oud West,11,5.0,2,1.0,132.0,Charming & cozy apartment at great location | 2P,2017-07-22 19:57:16.930023,52.372626000000004,4.850173000000001
10377,Entire home/apt,Centrum West,77,4.0,2,1.0,127.0,City Centre Spacious Apartment Dam,2017-07-22 19:57:16.927459,52.376756,4.898308
10378,Entire home/apt,Oostelijk Havengebied / Indische Buurt,13,5.0,3,2.0,132.0,"Cosy, light, great atmosphere!",2017-07-22 19:57:16.925040,52.364114,4.939662
10379,Entire home/apt,De Baarsjes / Oud West,21,5.0,4,1.0,132.0,"Stylish (Jacuzzi), Spacious&Central",2017-07-22 19:57:16.922995,52.358715000000004,4.8608150000000006
10380,Entire home/apt,Westerpark,4,4.5,4,1.0,127.0,Authentic ★★★★★ APT | City Center | Great Garden |,2017-07-22 19:57:16.920206,52.382670000000005,4.878804
10381,Entire home/apt,De Baarsjes / Oud West,61,4.5,2,1.0,131.0,High-end Romantic Apt nr Vondelpark,2017-07-22 19:57:16.917605,52.367459000000004,4.868479
10382,Entire home/apt,Noord-West / Noord-Midden,13,5.0,2,1.0,132.0,Sunny&renovated Old South,2017-07-22 19:57:16.915004,52.347735,4.862218
10383,Entire home/apt,Oud Noord,127,5.0,2,1.0,144.0,"Aan de waterkant, een perfecte plek!",2017-07-22 19:57:16.912254,52.385843,4.908754
10385,Entire home/apt,De Baarsjes / Oud West,33,4.5,3,2.0,132.0,Lovely apartment in beautiful area,2017-07-22 19:57:13.591432,52.369754,4.869482
10387,Entire home/apt,De Baarsjes / Oud West,21,4.5,2,1.0,144.0,Characteristic canalhouse near Leidse square!,2017-07-22 19:57:13.585108,52.3687,4.8720930000000005
10388,Entire home/apt,Oud Oost,11,5.0,2,1.0,144.0,Entire Apt in Sunny Oost Amsterdam,2017-07-22 19:57:13.582492,52.358211,4.919951
10389,Entire home/apt,Bos en Lommer,5,4.5,4,1.0,132.0,"Peace, Tranquility and Comfort in Amsterdam!",2017-07-22 19:57:13.574511,52.374497999999996,4.836883
10391,Entire home/apt,Noord-West / Noord-Midden,8,5.0,2,1.0,131.0,STUNNING romantic apt + balcony!,2017-07-22 19:57:13.569545,52.348753,4.859454
